Cbench started.
Measure Mode: wall_time
Thread ID: 15399300
Fiber ID: 20287000
Total: 111.789386
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.003     0.003     0.000     0.000     5412   Kernel#hash
  0.00      0.139     0.003     0.000     0.135      638  *BinData::SanitizedPrototype#initialize
  0.00      0.004     0.003     0.000     0.000     1725   Hash#[]=
  0.00      0.012     0.003     0.000     0.009     1812  *BinData::DSLMixin::DSLParser#fields
  0.00      0.003     0.003     0.000     0.000      901   String#downcase
  0.00      0.008     0.003     0.000     0.005     2461   BinData::SanitizedField#name_as_sym
  0.00      0.095     0.003     0.000     0.092      771  *BinData::SanitizedParameters#initialize
  0.00      0.255     0.003     0.000     0.252     1002  *BinData::DSLMixin#method_missing
  0.00      0.003     0.003     0.000     0.000     3704   Kernel#is_a?
  0.00      0.089     0.003     0.000     0.086      771  *BinData::SanitizedParameters#sanitize!
  0.00      0.015     0.003     0.000     0.012     2510   BinData::DSLMixin::DSLFieldValidator#option?
  0.00      0.003     0.003     0.000     0.000     2901   Kernel#respond_to?
  0.00      0.010     0.003     0.000     0.007      519   Enumerable#sort_by
  0.00      0.005     0.003     0.000     0.003      953  *<Class::BinData::Base>#arg_processor
  0.00      0.003     0.003     0.000     0.000     3405   Gem::Dependency#type
  0.00      0.003     0.003     0.000     0.000     3229   Array#at
  0.00      0.013     0.003     0.000     0.011     1073   Gem::Dependency#hash
  0.00      0.017     0.003     0.000     0.014      569   Enumerable#detect
  0.00      0.023     0.002     0.000     0.021        4   Bundler::SpecSet#for
  0.00      0.048     0.002     0.000     0.046      628   BinData::DSLMixin::DSLFieldValidator#ensure_valid_name
  0.00      0.005     0.002     0.000     0.003      483   Array#collect
  0.00      0.015     0.002     0.000     0.013      812   Hash#each_pair
  0.00      0.007     0.002     0.000     0.005      783   BinData::AcceptedParametersPlugin#mandatory_parameters
  0.00      0.002     0.002     0.000     0.000      857   String#tr
  0.00      0.030     0.002     0.000     0.028      274   Forwardable#def_instance_delegator
  0.00      0.015     0.002     0.000     0.012      773   BinData::AcceptedParametersPlugin#default_parameters
  0.00      0.019     0.002     0.000     0.017      771   BinData::SanitizedParameters#merge_default_parameters!
  0.00      0.003     0.002     0.000     0.001      628   BinData::DSLMixin::DSLFieldParser#name_from_field_declaration
  0.00      0.004     0.002     0.000     0.002      938   BinData::AcceptedParametersPlugin::AcceptedParameters#mandatory
  0.00      0.019     0.002     0.000     0.017      771   BinData::SanitizedParameters#ensure_mandatory_parameters_exist
  0.00      0.069     0.002     0.000     0.067      628   BinData::DSLMixin::DSLFieldValidator#validate_field
  0.00      0.002     0.002     0.000     0.000     1029   Array#join
  0.00      0.002     0.002     0.000     0.000      481   Array#concat
  0.00      0.045     0.002     0.000     0.043      628  *BinData::DSLMixin::DSLFieldParser#initialize
  0.00      0.238     0.002     0.000     0.236      628  *BinData::DSLMixin::DSLParser#parse_and_append_field
  0.00      0.002     0.002     0.000     0.000     5144   Module#===
  0.00      0.009     0.002     0.000     0.007     1756   Gem::Version#version
  0.00      0.002     0.002     0.000     0.000     3141   String#hash
  0.00      0.002     0.002     0.000     0.000     1939   Array#sort
  0.00      0.007     0.002     0.000     0.005      665  *BinData::DSLMixin::DSLParser#parent_attribute
  0.00      0.002     0.002     0.000     0.000     1510   String#to_s
  0.00      0.002     0.002     0.000     0.000      474   Array#flatten
  0.00      0.002     0.002     0.000     0.000     1799   String#initialize_copy
  0.00      0.148     0.002     0.000     0.146      628   BinData::SanitizedFields#add_field
  0.00      0.002     0.002     0.000     0.000      840   Module#method_defined?
  0.00      0.007     0.002     0.000     0.006      771   BinData::SanitizedParameters#ensure_mutual_exclusion_of_parameters
  0.00      0.003     0.002     0.000     0.001     1670   Hash#include?
  0.00      0.002     0.002     0.000     0.000      928   BinData::AcceptedParametersPlugin::AcceptedParameters#default
  0.00      0.002     0.002     0.000     0.000     1658   Class#superclass
  0.00      0.008     0.002     0.000     0.006     2825  *Array#hash
  0.00      0.002     0.002     0.000     0.000       10   Module#instance_method
  0.00      0.002     0.002     0.000     0.000     5312   Symbol#==
  0.00      0.002     0.002     0.000     0.000     1229   Kernel#class
  0.00      0.002     0.002     0.000     0.000     2187   Gem::Dependency#requirement
  0.00      0.241     0.002     0.000     0.240      628  *BinData::DSLMixin::DSLParser#method_missing
  0.00    111.661     0.002     0.000   111.660        2  *Kernel#load
  0.00      0.038     0.002     0.000     0.036      638   BinData::Registry#normalize_name
  0.00      0.002     0.002     0.000     0.000     6690   String#<=>
  0.00      0.011     0.002     0.000     0.010      234   BinData::DSLMixin::DSLParser#to_struct_params
  0.00      0.001     0.001     0.000     0.000     1671   Hash#has_key?
  0.00      0.041     0.001     0.000     0.039      628  *BinData::DSLMixin::DSLFieldParser#params_from_field_declaration
  0.00      0.150     0.001     0.000     0.148      628   BinData::DSLMixin::DSLParser#append_field
  0.00      0.002     0.001     0.000     0.000      628   BinData::DSLMixin::DSLFieldParser#params_from_args
  0.00      0.014     0.001     0.000     0.012      825   BinData::Registry#is_registered?
  0.00      0.012     0.001     0.000     0.011      742   BinData::DSLMixin::DSLFieldValidator#fields
  0.00      0.039     0.001     0.000     0.038      638   BinData::Registry#lookup
  0.00      0.003     0.001     0.000     0.002      396   BinData::AcceptedParametersPlugin::AcceptedParameters#mutually_exclusive
  0.00      0.008     0.001     0.000     0.007      156   BinData::AcceptedParametersPlugin::AcceptedParameters#initialize
  0.00      0.001     0.001     0.000     0.000      998   Array#shift
  0.00      0.142     0.001     0.000     0.141      628   BinData::SanitizedField#initialize
  0.00      0.003     0.001     0.000     0.001      718   BinData::SanitizedParameters#needs_sanitizing?
  0.00      0.001     0.001     0.000     0.000      432   Array#delete
  0.00      0.001     0.001     0.000     0.000     1385   Gem::Version#hash
  0.00      0.001     0.001     0.000     0.000      617   BasicObject#singleton_method_added
  0.00      0.002     0.001     0.000     0.001      255   URI::Generic#to_s
  0.00      0.011     0.001     0.000     0.010      216   BinData::Registry#register
  0.00      0.011     0.001     0.000     0.010      753   Gem::Requirement#to_s
  0.00      0.005     0.001     0.000     0.003       55   Array#reverse_each
  0.00      0.003     0.001     0.000     0.002      771   BinData::SanitizedParameters#ensure_no_nil_values
  0.00      0.003     0.001     0.000     0.002      352   <Class::Gem::Requirement>#parse
  0.00      0.010     0.001     0.000     0.009      190   Bundler::LockfileParser#parse_spec
  0.00      0.002     0.001     0.000     0.001     2335   Bundler::LazySpecification#satisfies?
  0.00      0.001     0.001     0.000     0.000      818   Symbol#to_proc
  0.00      0.001     0.001     0.000     0.000      807   Proc#yield
  0.00      0.007     0.001     0.000     0.006     1073   Gem::Requirement#hash
  0.00      0.006     0.001     0.000     0.005      228   Gem::Dependency#initialize
  0.00      0.004     0.001     0.000     0.003      103   Array#uniq
  0.00      0.006     0.001     0.000     0.005      354   Gem::Requirement#initialize
  0.00      0.004     0.001     0.000     0.003      184   BinData::DSLMixin::DSLParser#initialize
  0.00      0.001     0.001     0.000     0.000      415   String#=~
  0.00      0.009     0.001     0.000     0.008      628   BinData::DSLMixin::DSLFieldValidator#all_or_none_names_failed?
  0.00      0.001     0.001     0.000     0.000     1605   NilClass#nil?
  0.00      0.002     0.001     0.000     0.002     1144   BasicObject#!=
  0.00      0.001     0.001     0.000     0.000      663   Array#initialize_copy
  0.00      0.003     0.001     0.000     0.002      562   BinData::DSLMixin::DSLFieldValidator#name_is_reserved?
  0.00      0.001     0.001     0.000     0.000       96   <Class::Dir>#[]
  0.00      0.003     0.001     0.000     0.002      550   Bundler::RemoteSpecification#full_name
  0.00      0.001     0.001     0.000     0.000     1710   Array#empty?
  0.00      0.029     0.001     0.000     0.029      562   BinData::DSLMixin::DSLFieldValidator#duplicate_name?
  0.00      0.013     0.001     0.000     0.012      130   <Class::BinData::Record>#inherited
  0.00      0.001     0.001     0.000     0.000      984   BinData::SanitizedField#name
  0.00      0.014     0.001     0.000     0.013      256   BinData::DSLMixin::DSLParser#dsl_params
  0.00      0.001     0.001     0.000     0.000      236   Hash#fetch
  0.00      0.006     0.001     0.000     0.006      229  *BinData::DSLMixin::DSLParser#hide
  0.00      0.011     0.001     0.000     0.010      567  *Enumerable#find
  0.00      0.001     0.001     0.000     0.000     1532   Hash#has_parameter?
  0.00      0.008     0.001     0.000     0.008      753   Gem::Requirement#as_list
  0.00      0.003     0.001     0.000     0.003      241   BinData::AcceptedParametersPlugin#mutually_exclusive_parameters
  0.00      0.002     0.001     0.000     0.001      187   BinData::Registry#name_with_endian
  0.00      0.001     0.001     0.000     0.000       16   Regexp#match
  0.00      0.002     0.001     0.000     0.001      562   BinData::DSLMixin::DSLFieldValidator#name_shadows_method?
  0.00      0.001     0.001     0.000     0.000      534   Regexp#===
  0.00      0.001     0.001     0.000     0.000     1030   Kernel#block_given?
  0.00      0.006     0.001     0.000     0.005      628   BinData::DSLMixin::DSLFieldValidator#must_not_have_a_name_failed?
  0.00      0.002     0.001     0.000     0.002      234   BinData::StructArgProcessor#sanitize_endian
  0.00      0.011     0.001     0.000     0.010      125   Gem::Dependency#to_lock
  0.00      0.008     0.001     0.000     0.007       85   Bundler::Index#search_by_dependency
  0.00      0.008     0.001     0.000     0.007      562   BinData::DSLMixin::DSLFieldValidator#malformed_name?
  0.00      0.004     0.001     0.000     0.003      183   BinData::DSLMixin::DSLBigAndLittleEndianHandler#subclass_of_big_and_little_endian?
  0.00      0.027     0.001     0.000     0.026      209   Forwardable#def_instance_delegators
  0.00      0.001     0.001     0.000     0.000      545   Array#last
  0.00      0.001     0.001     0.000     0.000      224   Module#name
  0.00      0.006     0.001     0.000     0.006      234   BinData::StructArgProcessor#sanitize_parameters!
  0.00      0.004     0.001     0.000     0.003      129   Array#select
  0.00      0.001     0.001     0.000     0.000      269   Class#inherited
  0.00      0.004     0.001     0.000     0.003      766   Bundler::SpecSet#lookup
  0.00      0.024     0.001     0.000     0.023      362  *Array#map!
  0.00      0.003     0.001     0.000     0.002      183   BinData::DSLMixin::DSLBigAndLittleEndianHandler#obj_attribute
  0.00      0.001     0.001     0.000     0.000      849   Array#<<
  0.00      0.015     0.001     0.000     0.014      333  *<Module::TSort>#each_strongly_connected_component_from
  0.00      0.001     0.001     0.000     0.000      772   Hash#length
  0.00      0.004     0.001     0.000     0.003      562   Kernel#!~
  0.00      0.001     0.001     0.000     0.000      268   Array#compact
  0.00      0.001     0.001     0.000     0.000      122   String#split
  0.00      0.001     0.001     0.000     0.000      224   Hash#initialize_copy
  0.00      0.014     0.001     0.000     0.014      102   BinData::RecordArgProcessor#sanitize_parameters!
  0.00      0.001     0.001     0.000     0.000      596   Array#first
  0.00      0.017     0.001     0.000     0.016      562   BinData::SanitizedFields#has_field_name?
  0.00      0.002     0.001     0.000     0.001      169   BinData::DSLMixin::DSLParser#set_endian
  0.00      0.003     0.001     0.000     0.003      165   Struct#hash
  0.00      0.007     0.001     0.000     0.006      217   <Class::BinData::Base>#register_subclasses
  0.00      0.001     0.001     0.000     0.000     2184   Fixnum#^
  0.00      0.025     0.001     0.000     0.025      132   BinData::PrimitiveArgProcessor#sanitize_parameters!
  0.00      0.001     0.001     0.000     0.001       89   Gem::Version#<=>
  0.00      0.011     0.001     0.000     0.011      193   Bundler::LockfileParser#parse_source
  0.00      0.002     0.001     0.000     0.002      310   Bundler::Index#<<
  0.00      0.004     0.001     0.000     0.004      628   BinData::DSLMixin::DSLFieldValidator#must_have_a_name_failed?
  0.00      0.001     0.001     0.000     0.000     1221   Kernel#respond_to_missing?
  0.00      0.001     0.001     0.000     0.000      216   BinData::Registry#warn_if_name_is_already_registered
  0.00      0.001     0.001     0.000     0.000      599   URI::Generic#userinfo
  0.00      0.039     0.001     0.000     0.038        9   BasicObject#instance_eval
  0.00      0.002     0.001     0.000     0.001      452   Bundler::RemoteSpecification#method_missing
  0.00      0.001     0.001     0.000     0.000       63   Module#attr_accessor
  0.00      0.001     0.001     0.000     0.000      246   <Class::Gem::Version>#new
  0.00      0.009     0.000     0.000     0.009      314   Gem::Requirement#==
  0.00      0.000     0.000     0.000     0.000      121   Array#pop
  0.00      0.005     0.000     0.000     0.004      586   Bundler::DepProxy#hash
  0.00      0.000     0.000     0.000     0.000      214   Kernel#method
  0.00      0.006     0.000     0.000     0.006      375   Enumerable#all?
  0.00      0.004     0.000     0.000     0.004      228   <Class::Gem::Requirement>#create
  0.00      0.000     0.000     0.000     0.000      255   Gem::Version#prerelease?
  0.00      0.000     0.000     0.000     0.000      836   Fixnum#<
  0.00      0.001     0.000     0.000     0.000      334   Array#any?
  0.00      0.000     0.000     0.000     0.000      183   BinData::SanitizedFields#initialize
  0.00      0.001     0.000     0.000     0.001      164   BinData::AcceptedParametersPlugin::AcceptedParameters#optional
  0.00      0.018     0.000     0.000     0.017       83   Bundler::LazySpecification#to_lock
  0.00      0.000     0.000     0.000     0.000      233   Kernel#initialize_copy
  0.00      0.000     0.000     0.000     0.000     1049   Module#==
  0.00      0.001     0.000     0.000     0.001      173   BinData::SanitizedFields#copy_fields
  0.00      0.000     0.000     0.000     0.000       69   Module#extend_object
  0.00      0.000     0.000     0.000     0.000        8   Module#remove_method
  0.00      0.001     0.000     0.000     0.000      452   Bundler::StubSpecification#_remote_specification
  0.00      0.006     0.000     0.000     0.005      189   Gem::Dependency#==
  0.00      0.001     0.000     0.000     0.000       76   Module#attr_reader
  0.00      0.001     0.000     0.000     0.000      173   URI::Generic#set_userinfo
  0.00      0.000     0.000     0.000     0.000      176   Module#private
  0.00      0.002     0.000     0.000     0.002        3   String#scan
  0.00      0.011     0.000     0.000     0.011      206   BinData::Registry#register_dynamic_class
  0.00      0.002     0.000     0.000     0.001      234   BinData::StructArgProcessor#sanitize_hide
  0.00      0.001     0.000     0.000     0.001       18   Bundler::Dsl#normalize_options
  0.00      0.001     0.000     0.000     0.001      234   BinData::StructArgProcessor#sanitize_fields
  0.00      0.001     0.000     0.000     0.000      263   URI::Generic#default_port
  0.00      0.000     0.000     0.000     0.000      258   Fixnum#to_s
  0.00      0.003     0.000     0.000     0.002      125   Gem::Dependency#to_s
  0.00      0.000     0.000     0.000     0.000      555   Fixnum#==
  0.00      0.003     0.000     0.000     0.003       40   <Class::BinData::Primitive>#inherited
  0.00      0.000     0.000     0.000     0.000       31   Array#-
  0.00      0.000     0.000     0.000     0.000     1351   String#===
  0.00      0.000     0.000     0.000     0.000      318   Hash#values
  0.00      0.012     0.000     0.000     0.012       85  *Bundler::Index#search
  0.00      0.127     0.000     0.000     0.127        8  *Kernel#gem_original_require
  0.00      0.002     0.000     0.000     0.001       45   BinData::StringArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000      218  *Array#==
  0.00      0.004     0.000     0.000     0.004      169   Bundler::Source::Rubygems#suppress_configured_credentials
  0.00      0.000     0.000     0.000     0.000      333   Array#slice!
  0.00      0.020     0.000     0.000     0.019      132   BinData::SanitizedParameters#create_sanitized_params
  0.00      0.000     0.000     0.000     0.000      771   String#==
  0.00      0.001     0.000     0.000     0.000      169   BinData::DSLMixin::DSLParser#valid_endian?
  0.00      0.000     0.000     0.000     0.000      196   <Module::Gem>#platforms
  0.00      0.001     0.000     0.000     0.001       31   BinData::BaseArgProcessor#separate_args
  0.00      0.000     0.000     0.000     0.000      184   BinData::DSLMixin::DSLFieldValidator#initialize
  0.00      0.000     0.000     0.000     0.000       51   <Class::File>#expand_path
  0.00      0.000     0.000     0.000     0.000       71   Module#append_features
  0.00      0.000     0.000     0.000     0.000      387   Array#uniq!
  0.00      0.007     0.000     0.000     0.007      182  *Kernel#tap
  0.00      0.000     0.000     0.000     0.000      157   BinData::SanitizedParameters#create_sanitized_endian
  0.00      0.010     0.000     0.000     0.009      156  *Module#const_get
  0.00      0.000     0.000     0.000     0.000      184   BinData::DSLMixin::DSLBigAndLittleEndianHandler#initialize
  0.00      0.003     0.000     0.000     0.002      131   Gem::Dependency#matches_spec?
  0.00      0.000     0.000     0.000     0.000        6   Module#instance_methods
  0.00      0.000     0.000     0.000     0.000       36   Exception#initialize
  0.00      0.020     0.000     0.000     0.020       83   Bundler::LazySpecification#__materialize__
  0.00      0.005     0.000     0.000     0.005      168   Bundler::Source::Rubygems#credless_remotes
  0.00      0.001     0.000     0.000     0.001       92   BinData::BasePrimitive#method_missing
  0.00    111.041     0.000     0.000   111.040      184  *Proc#call
  0.00      0.002     0.000     0.000     0.002       91   Set#initialize
  0.00      0.001     0.000     0.000     0.001       25   BinData::Struct#define_field_accessors_for
  0.00      0.000     0.000     0.000     0.000      181   <Module::Bundler>#rubygems
  0.00      0.003     0.000     0.000     0.003       60   BinData::Base#new
  0.00      0.000     0.000     0.000     0.000      211   String#initialize
  0.00      0.004     0.000     0.000     0.004      183   BinData::DSLMixin::DSLBigAndLittleEndianHandler#ancestor_fields
  0.00      0.004     0.000     0.000     0.004      147   <Class::Gem::Requirement>#default
  0.00      0.007     0.000     0.000     0.007       10   GLI::DSL#command
  0.00      0.000     0.000     0.000     0.000      366   Bundler::DepProxy#initialize
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler#make_scanner
  0.00      0.001     0.000     0.000     0.001      108   GLI::DSL#verify_unused_in_option
  0.00      0.000     0.000     0.000     0.000      118   Hash#merge!
  0.00      0.000     0.000     0.000     0.000       75   Module#alias_method
  0.00      0.000     0.000     0.000     0.000      158   Array#length
  0.00      0.000     0.000     0.000     0.000      116   Hash#keys
  0.00      0.002     0.000     0.000     0.001       71   Module#include
  0.00      0.008     0.000     0.000     0.008       85   Bundler::Index#local_search
  0.00      0.000     0.000     0.000     0.000      448   Bundler::DepProxy#name
  0.00      0.000     0.000     0.000     0.000       92   String#upcase
  0.00      0.001     0.000     0.000     0.001       69   Kernel#extend
  0.00      0.003     0.000     0.000     0.002      168   Gem::Requirement#satisfied_by?
  0.00      0.000     0.000     0.000     0.000      344   BinData::BaseArgProcessor#sanitize_parameters!
  0.00      0.004     0.000     0.000     0.003       82   BinData::Primitive#method_missing
  0.00      0.000     0.000     0.000     0.000      558   BasicObject#==
  0.00      0.001     0.000     0.000     0.001      155   Bundler::Index#search_by_spec
  0.00      0.008     0.000     0.000     0.007       60   BinData::SanitizedPrototype#instantiate
  0.00      0.001     0.000     0.000     0.001       36   Bundler::Dependency#initialize
  0.00      0.000     0.000     0.000     0.000      171   Method#to_proc
  0.00      0.000     0.000     0.000     0.000      119   Hash#initialize
  0.00      0.000     0.000     0.000     0.000       32   Module#define_method
  0.00      0.000     0.000     0.000     0.000      329   Fixnum#>
  0.00      0.002     0.000     0.000     0.001       91   Set#merge
  0.00      0.000     0.000     0.000     0.000      263   <Class::URI::Generic>#default_port
  0.00      0.001     0.000     0.000     0.000      125   Set#add
  0.00      0.000     0.000     0.000     0.000      165   Kernel#kind_of?
  0.00      0.001     0.000     0.000     0.000       24   Kernel#format
  0.00      0.000     0.000     0.000     0.000      155   Bundler::RemoteSpecification#initialize
  0.00      0.000     0.000     0.000     0.000       27   Range#each
  0.00      0.000     0.000     0.000     0.000      240   String#+
  0.00      0.001     0.000     0.000     0.001       83   Bundler::Source::Rubygems#to_s
  0.00      0.003     0.000     0.000     0.003       42   GLI::CommandLineToken#parse_names
  0.00      0.000     0.000     0.000     0.000       40   Exception#backtrace
  0.00      0.000     0.000     0.000     0.000       83   Bundler::LazySpecification#initialize
  0.00      0.001     0.000     0.000     0.001      195   <Class::Gem::Platform>#match
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#password=
  0.00      0.013     0.000     0.000     0.013      333  *Bundler::SpecSet#tsort_each_child
  0.00      0.002     0.000     0.000     0.002      171   URI::Generic#hash
  0.00      0.000     0.000     0.000     0.000       57   <Class::Pio::OpenFlow::Message>#body_option
  0.00      0.003     0.000     0.000     0.003       36   <Class::BinData::BasePrimitive>#inherited
  0.00      0.001     0.000     0.000     0.000        9   <Module::BinData::Int>#create_to_binary_s_code
  0.00      0.001     0.000     0.000     0.000       73   <Class::GLI::CommandLineOption>#name_as_string
  0.00      0.001     0.000     0.000     0.001      155   <Class::Bundler::StubSpecification>#from_stub
  0.00      0.000     0.000     0.000     0.000      452   Gem::Specification#to_spec
  0.00      0.001     0.000     0.000     0.001      169   URI::Generic#user=
  0.00      0.000     0.000     0.000     0.000      148   BinData::SanitizedParameters#endian
  0.00      0.001     0.000     0.000     0.000      108   OptionParser::List#search
  0.00      0.001     0.000     0.000     0.000       60   Kernel#clone
  0.00      0.000     0.000     0.000     0.000      191   BinData::Base#has_parameter?
  0.00      0.001     0.000     0.000     0.001      169   URI::Generic#set_user
  0.00      0.000     0.000     0.000     0.000      354   Array#compact!
  0.00      0.000     0.000     0.000     0.000      158   <Class::Gem::Version>#create
  0.00      0.004     0.000     0.000     0.004       16   <Module::BinData::BitField>#define_methods
  0.00      0.000     0.000     0.000     0.000       90   Bundler::SourceList#rubygems_sources
  0.00      0.000     0.000     0.000     0.000       72   Unknown#flags
  0.00      0.000     0.000     0.000     0.000       85   String#to_sym
  0.00      0.000     0.000     0.000     0.000      173   URI::Generic#split_userinfo
  0.00      0.000     0.000     0.000     0.000       98   Symbol#inspect
  0.00      0.000     0.000     0.000     0.000      192   Kernel#Array
  0.00      0.000     0.000     0.000     0.000      182   Gem::Version#segments
  0.00      0.000     0.000     0.000     0.000       45   BinData::StringArgProcessor#sanitized_pad_byte
  0.00      0.000     0.000     0.000     0.000       83   Bundler::SourceList#source_list_for
  0.00      0.009     0.000     0.000     0.009       19   BinData::IntFactory#const_missing
  0.00      0.000     0.000     0.000     0.000       70   Array#&
  0.00      0.001     0.000     0.000     0.000       51   Hash#merge
  0.00      0.006     0.000     0.000     0.006       40   BinData::Struct#instantiate_obj_at
  0.00      0.007     0.000     0.000     0.007        8   Pio::OpenFlow::Flags#_def_flags
  0.00      0.000     0.000     0.000     0.000       89   Array#reject
  0.00      0.001     0.000     0.000     0.001       91   Set#do_with_enum
  0.00      0.003     0.000     0.000     0.003        9   <Module::BinData::Int>#define_methods
  0.00      0.001     0.000     0.000     0.001      175   URI::Generic#component_ary
  0.00      0.000     0.000     0.000     0.000       84   Bundler::RubygemsIntegration#mark_loaded
  0.00      0.001     0.000     0.000     0.000       83   Bundler::LazySpecification#full_name
  0.00      0.000     0.000     0.000     0.000      271   Array#[]
  0.00      0.000     0.000     0.000     0.000       52   GLI::DSL#clear_nexts
  0.00      0.005     0.000     0.000     0.005       84   Bundler::Source::Rubygems#eql?
  0.00      0.000     0.000     0.000     0.000      125   String#strip
  0.00      0.000     0.000     0.000     0.000       38   Exception#exception
  0.00      0.001     0.000     0.000     0.000      114   BinData::BasePrimitive#snapshot
  0.00      0.003     0.000     0.000     0.003       31   BinData::Base#extract_args
  0.00      0.000     0.000     0.000     0.000      169   BinData::DSLMixin::DSLParser#has_fields?
  0.00      0.000     0.000     0.000     0.000      175   URI::Generic#component
  0.00      0.004     0.000     0.000     0.004      140   Bundler::DepProxy#==
  0.00      0.000     0.000     0.000     0.000      222   Bundler::MatchPlatform#match_platform
  0.00      0.001     0.000     0.000     0.001       35   OptionParser#search
  0.00      0.007     0.000     0.000     0.006       16   <Module::BinData::BitField>#define_class
  0.00      0.000     0.000     0.000     0.000        8   Hash#inspect
  0.00      0.001     0.000     0.000     0.001       12   GLI::Command#initialize
  0.00      0.000     0.000     0.000     0.000       17   <Class::File>#join
  0.00      0.000     0.000     0.000     0.000      131   Gem::Requirement#none?
  0.00      0.000     0.000     0.000     0.000      195   Gem::Specification#dependencies
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#check_user
  0.00      0.001     0.000     0.000     0.001       23   BinData::BasePrimitive#assign
  0.00      0.004     0.000     0.000     0.004       23   GLI::DSL#flag
  0.00      0.002     0.000     0.000     0.001        7   GLI::DSL#switch
  0.00    111.032     0.000   111.031     0.000        1   Thread#join
  0.00      0.000     0.000     0.000     0.000      155   Module#private_method_defined?
  0.00      0.000     0.000     0.000     0.000      111   Array#<=>
  0.00      0.000     0.000     0.000     0.000       71   Module#class_variable_set
  0.00      0.005     0.000     0.000     0.005      151  *BinData::BasePrimitive#_value
  0.00      0.003     0.000     0.000     0.003       42   GLI::CommandLineToken#initialize
  0.00      0.000     0.000     0.000     0.000       85   Array#reject!
  0.00      0.000     0.000     0.000     0.000       18   <Module::BinData::Int>#create_clamp_code
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#check_password
  0.00      0.000     0.000     0.000     0.000        1   Kernel#exit
  0.00      0.000     0.000     0.000     0.000        2   <Class::Thread>#start
  0.00      0.003     0.000     0.000     0.002      168   Bundler::Source::Rubygems#hash
  0.00      0.000     0.000     0.000     0.000       83   Struct#initialize
  0.00      0.000     0.000     0.000     0.000       45   Bundler::Settings#[]
  0.00      0.000     0.000     0.000     0.000      346   Kernel#instance_of?
  0.00      0.000     0.000     0.000     0.000        4   File#initialize
  0.00      0.000     0.000     0.000     0.000       85   Bundler::Index#specs_by_name
  0.00      0.002     0.000     0.000     0.002        2   Pio::OpenFlow::Flags#flags_16bit
  0.00      0.000     0.000     0.000     0.000       88   <Object::Object>#[]
  0.00      0.000     0.000     0.000     0.000       89   NilClass#to_a
  0.00      0.001     0.000     0.000     0.001       30   GLI::DSL#extract_options
  0.00      0.000     0.000     0.000     0.000       24   Hash#invert
  0.00      0.001     0.000     0.000     0.001      132   Comparable#==
  0.00      0.002     0.000     0.000     0.002       23   GLI::Flag#initialize
  0.00      0.000     0.000     0.000     0.000       62   BinData::Base#get_parameter
  0.00      0.000     0.000     0.000     0.000       12   <Module::BinData::BitField>#create_fixed_clamp_code
  0.00      0.002     0.000     0.000     0.002       89   Enumerable#to_set
  0.00      0.000     0.000     0.000     0.000       31   BinData::CheckOrAdjustOffsetPlugin#initialize_shared_instance
  0.00      0.001     0.000     0.000     0.001       85   <Class::Bundler::Index>#sort_specs
